,Year,City,Sport,Discipline,Athlete,Country,Gender,Event,Medal,Season
14596,1976,Montreal,Gymnastics,Artistic G.,"TSUKAHARA, Mitsuo",JPN,Men,Horizontal Bar,Gold,Summer
14597,1976,Montreal,Gymnastics,Artistic G.,"KENMOTSU, Eizo",JPN,Men,Horizontal Bar,Silver,Summer
14598,1976,Montreal,Gymnastics,Artistic G.,"TSUKAHARA, Mitsuo",JPN,Men,Individual All-Round,Bronze,Summer
14599,1976,Montreal,Gymnastics,Artistic G.,"ANDRIANOV, Nikolay",URS,Men,Individual All-Round,Gold,Summer
14600,1976,Montreal,Gymnastics,Artistic G.,"KATO, Sawao",JPN,Men,Individual All-Round,Silver,Summer
14601,1976,Montreal,Gymnastics,Artistic G.,"TURISCHEVA, Lyudmila",URS,Women,Individual All-Round,Bronze,Summer
14602,1976,Montreal,Gymnastics,Artistic G.,"COMANECI, Nadia",ROU,Women,Individual All-Round,Gold,Summer
14603,1976,Montreal,Gymnastics,Artistic G.,"KIM, Nelli",URS,Women,Individual All-Round,Silver,Summer
14604,1976,Montreal,Gymnastics,Artistic G.,"TSUKAHARA, Mitsuo",JPN,Men,Parallel Bars,Bronze,Summer
14605,1976,Montreal,Gymnastics,Artistic G.,"KATO, Sawao",JPN,Men,Parallel Bars,Gold,Summer
14606,1976,Montreal,Gymnastics,Artistic G.,"ANDRIANOV, Nikolay",URS,Men,Parallel Bars,Silver,Summer
14607,1976,Montreal,Gymnastics,Artistic G.,"ANDRIANOV, Nikolay",URS,Men,Pommel Horse,Bronze,Summer
14608,1976,Montreal,Gymnastics,Artistic G.,"NIKOLAY, Michael",GDR,Men,Pommel Horse,Bronze,Summer
14609,1976,Montreal,Gymnastics,Artistic G.,"MAGYAR, Zoltan",HUN,Men,Pommel Horse,Gold,Summer
14610,1976,Montreal,Gymnastics,Artistic G.,"KENMOTSU, Eizo",JPN,Men,Pommel Horse,Silver,Summer
14611,1976,Montreal,Gymnastics,Artistic G.,"GRECU, Danut",ROU,Men,Rings,Bronze,Summer
14612,1976,Montreal,Gymnastics,Artistic G.,"ANDRIANOV, Nikolay",URS,Men,Rings,Gold,Summer
14613,1976,Montreal,Gymnastics,Artistic G.,"DITYATIN, Aleksandr",URS,Men,Rings,Silver,Summer
14614,1976,Montreal,Gymnastics,Artistic G.,"BRÜCKNER, Roland",GDR,Men,Team Competition,Bronze,Summer
14615,1976,Montreal,Gymnastics,Artistic G.,"HANSCHKE, Rainer",GDR,Men,Team Competition,Bronze,Summer
14616,1976,Montreal,Gymnastics,Artistic G.,"JÄGER, Bernd",GDR,Men,Team Competition,Bronze,Summer
14617,1976,Montreal,Gymnastics,Artistic G.,"KLOTZ, Wolfgang",GDR,Men,Team Competition,Bronze,Summer
14618,1976,Montreal,Gymnastics,Artistic G.,"MACK, Lutz",GDR,Men,Team Competition,Bronze,Summer
14619,1976,Montreal,Gymnastics,Artistic G.,"NIKOLAY, Michael",GDR,Men,Team Competition,Bronze,Summer
14620,1976,Montreal,Gymnastics,Artistic G.,"FUJIMOTO, Shun",JPN,Men,Team Competition,Gold,Summer
14621,1976,Montreal,Gymnastics,Artistic G.,"IGARASHI, Hisato",JPN,Men,Team Competition,Gold,Summer
14622,1976,Montreal,Gymnastics,Artistic G.,"KAJIYAMA, Hiroshi",JPN,Men,Team Competition,Gold,Summer
14623,1976,Montreal,Gymnastics,Artistic G.,"KATO, Sawao",JPN,Men,Team Competition,Gold,Summer
14624,1976,Montreal,Gymnastics,Artistic G.,"KENMOTSU, Eizo",JPN,Men,Team Competition,Gold,Summer
14625,1976,Montreal,Gymnastics,Artistic G.,"TSUKAHARA, Mitsuo",JPN,Men,Team Competition,Gold,Summer
14626,1976,Montreal,Gymnastics,Artistic G.,"ANDRIANOV, Nikolay",URS,Men,Team Competition,Silver,Summer
14627,1976,Montreal,Gymnastics,Artistic G.,"DITYATIN, Aleksandr",URS,Men,Team Competition,Silver,Summer
14628,1976,Montreal,Gymnastics,Artistic G.,"KRYSSIN, Gennadi",URS,Men,Team Competition,Silver,Summer
14629,1976,Montreal,Gymnastics,Artistic G.,"MARCHENKO, Vladimir",URS,Men,Team Competition,Silver,Summer
14630,1976,Montreal,Gymnastics,Artistic G.,"MARKELOV, Vladimir",URS,Men,Team Competition,Silver,Summer
14631,1976,Montreal,Gymnastics,Artistic G.,"TIKHONOV, Vladimir",URS,Men,Team Competition,Silver,Summer
14632,1976,Montreal,Gymnastics,Artistic G.,"DOMBECK, Carola",GDR,Women,Team Competition,Bronze,Summer
14633,1976,Montreal,Gymnastics,Artistic G.,"ESCHER, Gitta",GDR,Women,Team Competition,Bronze,Summer
14634,1976,Montreal,Gymnastics,Artistic G.,"GERSCHAU, Kerstin",GDR,Women,Team Competition,Bronze,Summer
14635,1976,Montreal,Gymnastics,Artistic G.,"HELLMANN, Angelika",GDR,Women,Team Competition,Bronze,Summer
14636,1976,Montreal,Gymnastics,Artistic G.,"KISCHE, Marion",GDR,Women,Team Competition,Bronze,Summer
14637,1976,Montreal,Gymnastics,Artistic G.,"KRÄKER, Steffi",GDR,Women,Team Competition,Bronze,Summer
14638,1976,Montreal,Gymnastics,Artistic G.,"FILATOVA, Maria",URS,Women,Team Competition,Gold,Summer
14639,1976,Montreal,Gymnastics,Artistic G.,"GROZDOVA, Svetlana",URS,Women,Team Competition,Gold,Summer
14640,1976,Montreal,Gymnastics,Artistic G.,"KIM, Nelli",URS,Women,Team Competition,Gold,Summer
14641,1976,Montreal,Gymnastics,Artistic G.,"KORBUT, Olga",URS,Women,Team Competition,Gold,Summer
14642,1976,Montreal,Gymnastics,Artistic G.,"SAADI, Elvira",URS,Women,Team Competition,Gold,Summer
14643,1976,Montreal,Gymnastics,Artistic G.,"TURISCHEVA, Lyudmila",URS,Women,Team Competition,Gold,Summer
14644,1976,Montreal,Gymnastics,Artistic G.,"COMANECI, Nadia",ROU,Women,Team Competition,Silver,Summer
14645,1976,Montreal,Gymnastics,Artistic G.,"CONSTANTIN, Mariana",ROU,Women,Team Competition,Silver,Summer
14646,1976,Montreal,Gymnastics,Artistic G.,"GABOR, Georgeta",ROU,Women,Team Competition,Silver,Summer
14647,1976,Montreal,Gymnastics,Artistic G.,"GRIGORAS, Anca",ROU,Women,Team Competition,Silver,Summer
14648,1976,Montreal,Gymnastics,Artistic G.,"TRUSCA, Gabriela",ROU,Women,Team Competition,Silver,Summer
14649,1976,Montreal,Gymnastics,Artistic G.,"UNGUREANU, Teodora",ROU,Women,Team Competition,Silver,Summer
14650,1976,Montreal,Gymnastics,Artistic G.,"EGERVARY, Marta",HUN,Women,Uneven Bars,Bronze,Summer
14651,1976,Montreal,Gymnastics,Artistic G.,"COMANECI, Nadia",ROU,Women,Uneven Bars,Gold,Summer
14652,1976,Montreal,Gymnastics,Artistic G.,"UNGUREANU, Teodora",ROU,Women,Uneven Bars,Silver,Summer
14653,1976,Montreal,Gymnastics,Artistic G.,"KAJIYAMA, Hiroshi",JPN,Men,Vault,Bronze,Summer
14654,1976,Montreal,Gymnastics,Artistic G.,"ANDRIANOV, Nikolay",URS,Men,Vault,Gold,Summer
14655,1976,Montreal,Gymnastics,Artistic G.,"TSUKAHARA, Mitsuo",JPN,Men,Vault,Silver,Summer
14656,1976,Montreal,Gymnastics,Artistic G.,"KIM, Nelli",URS,Women,Vault,Gold,Summer
14657,1976,Montreal,Gymnastics,Artistic G.,"DOMBECK, Carola",GDR,Women,Vault,Silver,Summer
14658,1976,Montreal,Gymnastics,Artistic G.,"TURISCHEVA, Lyudmila",URS,Women,Vault,Silver,Summer
14659,1976,Montreal,Handball,Handball,"ANTCZAK, Zdzislaw",POL,Men,Handball,Bronze,Summer
14660,1976,Montreal,Handball,Handball,"BRZOZOWSKI, Janusz",POL,Men,Handball,Bronze,Summer
14661,1976,Montreal,Handball,Handball,"CIESLA, Piotr",POL,Men,Handball,Bronze,Summer
14662,1976,Montreal,Handball,Handball,"GMYREK, Jan",POL,Men,Handball,Bronze,Summer
14663,1976,Montreal,Handball,Handball,"KALUZINSKI, Alfred",POL,Men,Handball,Bronze,Summer
14664,1976,Montreal,Handball,Handball,"KLEMPEL, Jerzy",POL,Men,Handball,Bronze,Summer
14665,1976,Montreal,Handball,Handball,"KUCHTA, Zygfryd",POL,Men,Handball,Bronze,Summer
14666,1976,Montreal,Handball,Handball,"MELCER, Jerzy",POL,Men,Handball,Bronze,Summer
14667,1976,Montreal,Handball,Handball,"PRZYBYSZ, Ryszard",POL,Men,Handball,Bronze,Summer
14668,1976,Montreal,Handball,Handball,"ROZMIAREK, Henryk",POL,Men,Handball,Bronze,Summer
14669,1976,Montreal,Handball,Handball,"SOKOLOWSKI, Andrzej",POL,Men,Handball,Bronze,Summer
14670,1976,Montreal,Handball,Handball,"SZYMCZAK, Andrzej",POL,Men,Handball,Bronze,Summer
14671,1976,Montreal,Handball,Handball,"WOJCZAK, Mieczyslaw",POL,Men,Handball,Bronze,Summer
14672,1976,Montreal,Handball,Handball,"ZIELINSKI, Wlodzimierz",POL,Men,Handball,Bronze,Summer
14673,1976,Montreal,Handball,Handball,"ANPILOGOV, Aleksandr",URS,Men,Handball,Gold,Summer
14674,1976,Montreal,Handball,Handball,"CHERNYSHOV, Evgeni",URS,Men,Handball,Gold,Summer
14675,1976,Montreal,Handball,Handball,"FEDYUKIN, Anatoli",URS,Men,Handball,Gold,Summer
14676,1976,Montreal,Handball,Handball,"GASSY, Valeri",URS,Men,Handball,Gold,Summer
14677,1976,Montreal,Handball,Handball,"ILYIN, Vasili",URS,Men,Handball,Gold,Summer
14678,1976,Montreal,Handball,Handball,"ISHCHENKO, Mikhail",URS,Men,Handball,Gold,Summer
14679,1976,Montreal,Handball,Handball,"KIDYAEV, Yuri",URS,Men,Handball,Gold,Summer
14680,1976,Montreal,Handball,Handball,"KLIMOV, Yuri",URS,Men,Handball,Gold,Summer
14681,1976,Montreal,Handball,Handball,"KRAVTSOV, Vladimir",URS,Men,Handball,Gold,Summer
14682,1976,Montreal,Handball,Handball,"KUSHNIRYUK, Sergei",URS,Men,Handball,Gold,Summer
14683,1976,Montreal,Handball,Handball,"LAGUTIN, Yuri",URS,Men,Handball,Gold,Summer
14684,1976,Montreal,Handball,Handball,"MAKSIMOV, Vladimir",URS,Men,Handball,Gold,Summer
14685,1976,Montreal,Handball,Handball,"REZANOV, Aleksandr",URS,Men,Handball,Gold,Summer
14686,1976,Montreal,Handball,Handball,"TOMIN, Nikolai",URS,Men,Handball,Gold,Summer
14687,1976,Montreal,Handball,Handball,"BIRTALAN, Stefan",ROU,Men,Handball,Silver,Summer
14688,1976,Montreal,Handball,Handball,"COSMA, Adrian",ROU,Men,Handball,Silver,Summer
14689,1976,Montreal,Handball,Handball,"DRAGANITA, Cezar",ROU,Men,Handball,Silver,Summer
14690,1976,Montreal,Handball,Handball,"FOLKER, Alexandru",ROU,Men,Handball,Silver,Summer
14691,1976,Montreal,Handball,Handball,"GATU, Cristian",ROU,Men,Handball,Silver,Summer
14692,1976,Montreal,Handball,Handball,"GRABOVSCI, Mircea",ROU,Men,Handball,Silver,Summer
14693,1976,Montreal,Handball,Handball,"GUNES, Roland",ROU,Men,Handball,Silver,Summer
14694,1976,Montreal,Handball,Handball,"KICSID, Gabriel",ROU,Men,Handball,Silver,Summer
14695,1976,Montreal,Handball,Handball,"LICU, Ghita",ROU,Men,Handball,Silver,Summer
14696,1976,Montreal,Handball,Handball,"MUNTEANU, Nicolae",ROU,Men,Handball,Silver,Summer
14697,1976,Montreal,Handball,Handball,"PENU, Cornel",ROU,Men,Handball,Silver,Summer
14698,1976,Montreal,Handball,Handball,"STOCKL, Werner",ROU,Men,Handball,Silver,Summer
14699,1976,Montreal,Handball,Handball,"TUDOSIE, Constantin",ROU,Men,Handball,Silver,Summer
14700,1976,Montreal,Handball,Handball,"VOINEA, Radu",ROU,Men,Handball,Silver,Summer
14701,1976,Montreal,Handball,Handball,"ANGYAL, Eva",HUN,Women,Handball,Bronze,Summer
14702,1976,Montreal,Handball,Handball,"BERZSENYI, Maria",HUN,Women,Handball,Bronze,Summer
14703,1976,Montreal,Handball,Handball,"BUJDOSO, Agota",HUN,Women,Handball,Bronze,Summer
14704,1976,Montreal,Handball,Handball,"CSIK, Klara",HUN,Women,Handball,Bronze,Summer
14705,1976,Montreal,Handball,Handball,"KEZI, Zsuzsa",HUN,Women,Handball,Bronze,Summer
14706,1976,Montreal,Handball,Handball,"LAKI, Katalin",HUN,Women,Handball,Bronze,Summer
14707,1976,Montreal,Handball,Handball,"LELKES, Rozalia",HUN,Women,Handball,Bronze,Summer
14708,1976,Montreal,Handball,Handball,"MEGYERI, Marta",HUN,Women,Handball,Bronze,Summer
14709,1976,Montreal,Handball,Handball,"NAGY, Ilona",HUN,Women,Handball,Bronze,Summer
14710,1976,Montreal,Handball,Handball,"NAGY, Marianna",HUN,Women,Handball,Bronze,Summer
14711,1976,Montreal,Handball,Handball,"NEMETH, Erzsebet",HUN,Women,Handball,Bronze,Summer
14712,1976,Montreal,Handball,Handball,"STERBINSZKY, Amalia",HUN,Women,Handball,Bronze,Summer
14713,1976,Montreal,Handball,Handball,"TOTH-HARSANYI, Borbala",HUN,Women,Handball,Bronze,Summer
14714,1976,Montreal,Handball,Handball,"VADASZ, Maria",HUN,Women,Handball,Bronze,Summer
14715,1976,Montreal,Handball,Handball,"BEREZHNAYA-ODINOKOVA, Liubov",URS,Women,Handball,Gold,Summer
14716,1976,Montreal,Handball,Handball,"BOBRUS-PARADNIK, Liudmila",URS,Women,Handball,Gold,Summer
14717,1976,Montreal,Handball,Handball,"CHESAITITE-NENENENE, Aldona",URS,Women,Handball,Gold,Summer
14718,1976,Montreal,Handball,Handball,"GLUSHCHENKO, Tatyana",URS,Women,Handball,Gold,Summer
14719,1976,Montreal,Handball,Handball,"KARLOVA, Larisa",URS,Women,Handball,Gold,Summer
14720,1976,Montreal,Handball,Handball,"LITOSHCHENKO, Mariya",URS,Women,Handball,Gold,Summer
14721,1976,Montreal,Handball,Handball,"LOBOVA, Nina",URS,Women,Handball,Gold,Summer
14722,1976,Montreal,Handball,Handball,"MAKARETS-KOCHERGINA, Tatiana",URS,Women,Handball,Gold,Summer
14723,1976,Montreal,Handball,Handball,"PANCHUK, Lyudmila",URS,Women,Handball,Gold,Summer
14724,1976,Montreal,Handball,Handball,"SHABANOVA, Rafiga",URS,Women,Handball,Gold,Summer
14725,1976,Montreal,Handball,Handball,"SHERSTYUK-TIMOSHKINA, Natalia",URS,Women,Handball,Gold,Summer
14726,1976,Montreal,Handball,Handball,"SHUBINA, Lyudmila",URS,Women,Handball,Gold,Summer
14727,1976,Montreal,Handball,Handball,"TURCHINA, Zinaida",URS,Women,Handball,Gold,Summer
14728,1976,Montreal,Handball,Handball,"ZAKHAROVA, Galina",URS,Women,Handball,Gold,Summer
14729,1976,Montreal,Handball,Handball,"BADOREK, Gabriele",GDR,Women,Handball,Silver,Summer
14730,1976,Montreal,Handball,Handball,"BUROSCH, Hannelore",GDR,Women,Handball,Silver,Summer
14731,1976,Montreal,Handball,Handball,"KRAUSE, Roswitha",GDR,Women,Handball,Silver,Summer
14732,1976,Montreal,Handball,Handball,"KRETZSCHMAR, Waltraud",GDR,Women,Handball,Silver,Summer
14733,1976,Montreal,Handball,Handball,"MATZ, Evelyn",GDR,Women,Handball,Silver,Summer
14734,1976,Montreal,Handball,Handball,"MICHAELIS, Liane",GDR,Women,Handball,Silver,Summer
14735,1976,Montreal,Handball,Handball,"PASKUY, Eva",GDR,Women,Handball,Silver,Summer
14736,1976,Montreal,Handball,Handball,"RICHTER-HOCHMUT, Kristina",GDR,Women,Handball,Silver,Summer
14737,1976,Montreal,Handball,Handball,"ROST, Christina",GDR,Women,Handball,Silver,Summer
14738,1976,Montreal,Handball,Handball,"SIEFERT, Silvia",GDR,Women,Handball,Silver,Summer
14739,1976,Montreal,Handball,Handball,"TIETZ, Marion",GDR,Women,Handball,Silver,Summer
14740,1976,Montreal,Handball,Handball,"UHLIG, Petra",GDR,Women,Handball,Silver,Summer
14741,1976,Montreal,Handball,Handball,"VOSS, Christina",GDR,Women,Handball,Silver,Summer
14742,1976,Montreal,Handball,Handball,"ZOBER, Hannelore",GDR,Women,Handball,Silver,Summer
14743,1976,Montreal,Hockey,Hockey,"ABDUL, Rashid III",PAK,Men,Hockey,Bronze,Summer
14744,1976,Montreal,Hockey,Hockey,"AKHTAR, Rasool",PAK,Men,Hockey,Bronze,Summer
14745,1976,Montreal,Hockey,Hockey,"ARSHAD, Mahmood",PAK,Men,Hockey,Bronze,Summer
14746,1976,Montreal,Hockey,Hockey,"CHAUDHRY, Arshad Ali",PAK,Men,Hockey,Bronze,Summer
14747,1976,Montreal,Hockey,Hockey,"HANEEF, Khan",PAK,Men,Hockey,Bronze,Summer
14748,1976,Montreal,Hockey,Hockey,"ISLAH, Ud Din",PAK,Men,Hockey,Bronze,Summer
14749,1976,Montreal,Hockey,Hockey,"KHAN, Sami Ullah",PAK,Men,Hockey,Bronze,Summer
14750,1976,Montreal,Hockey,Hockey,"MANZOOR, Hassan",PAK,Men,Hockey,Bronze,Summer
14751,1976,Montreal,Hockey,Hockey,"MANZOOR, Hussain",PAK,Men,Hockey,Bronze,Summer
14752,1976,Montreal,Hockey,Hockey,"MUNAWAR, Uz-Zaman",PAK,Men,Hockey,Bronze,Summer
14753,1976,Montreal,Hockey,Hockey,"QAMAR, Zia",PAK,Men,Hockey,Bronze,Summer
14754,1976,Montreal,Hockey,Hockey,"SALIM, Nazim",PAK,Men,Hockey,Bronze,Summer
14755,1976,Montreal,Hockey,Hockey,"SHAIKH, Shahnaz",PAK,Men,Hockey,Bronze,Summer
14756,1976,Montreal,Hockey,Hockey,"SHERWANI, Saleem",PAK,Men,Hockey,Bronze,Summer
14757,1976,Montreal,Hockey,Hockey,"SYED, Iftikar Ahmed",PAK,Men,Hockey,Bronze,Summer
14758,1976,Montreal,Hockey,Hockey,"SYED, Mudassar Ashgar",PAK,Men,Hockey,Bronze,Summer
14759,1976,Montreal,Hockey,Hockey,"ACKERLEY, Paul",NZL,Men,Hockey,Gold,Summer
14760,1976,Montreal,Hockey,Hockey,"ARCHIBALD, Geoffrey",NZL,Men,Hockey,Gold,Summer
14761,1976,Montreal,Hockey,Hockey,"BORREN, Thurman",NZL,Men,Hockey,Gold,Summer
14762,1976,Montreal,Hockey,Hockey,"CHESNEY, Alan",NZL,Men,Hockey,Gold,Summer
14763,1976,Montreal,Hockey,Hockey,"CHRISTENSEN, John Hansen",NZL,Men,Hockey,Gold,Summer
14764,1976,Montreal,Hockey,Hockey,"DAMAN, Gregory",NZL,Men,Hockey,Gold,Summer
14765,1976,Montreal,Hockey,Hockey,"INESON, Tony",NZL,Men,Hockey,Gold,Summer
14766,1976,Montreal,Hockey,Hockey,"MAISTER, Barry John",NZL,Men,Hockey,Gold,Summer
14767,1976,Montreal,Hockey,Hockey,"MAISTER, Selwyn Gerald",NZL,Men,Hockey,Gold,Summer
14768,1976,Montreal,Hockey,Hockey,"MANNING, Trevor",NZL,Men,Hockey,Gold,Summer
14769,1976,Montreal,Hockey,Hockey,"MC INTYRE, Alan Lionel",NZL,Men,Hockey,Gold,Summer
14770,1976,Montreal,Hockey,Hockey,"MCLEOD, Neil",NZL,Men,Hockey,Gold,Summer
14771,1976,Montreal,Hockey,Hockey,"PARKIN, Arthur",NZL,Men,Hockey,Gold,Summer
14772,1976,Montreal,Hockey,Hockey,"PATEL, Mohan",NZL,Men,Hockey,Gold,Summer
14773,1976,Montreal,Hockey,Hockey,"PATEL, Ramesh",NZL,Men,Hockey,Gold,Summer
14774,1976,Montreal,Hockey,Hockey,"WILSON, Les",NZL,Men,Hockey,Gold,Summer
14775,1976,Montreal,Hockey,Hockey,"BELL, David",AUS,Men,Hockey,Silver,Summer
14776,1976,Montreal,Hockey,Hockey,"BROWNING, Gregory",AUS,Men,Hockey,Silver,Summer
14777,1976,Montreal,Hockey,Hockey,"CHARLESWORTH, Richard",AUS,Men,Hockey,Silver,Summer
14778,1976,Montreal,Hockey,Hockey,"COOKE, Ian",AUS,Men,Hockey,Silver,Summer
14779,1976,Montreal,Hockey,Hockey,"DANCER, Barry",AUS,Men,Hockey,Silver,Summer
14780,1976,Montreal,Hockey,Hockey,"GOLDER, Thomas Douglas",AUS,Men,Hockey,Silver,Summer
14781,1976,Montreal,Hockey,Hockey,"HAIGH, Robert",AUS,Men,Hockey,Silver,Summer
14782,1976,Montreal,Hockey,Hockey,"HAMMOND, Wayne",AUS,Men,Hockey,Silver,Summer
14783,1976,Montreal,Hockey,Hockey,"IRVINE, James",AUS,Men,Hockey,Silver,Summer
14784,1976,Montreal,Hockey,Hockey,"MARSHALL, Stephen",AUS,Men,Hockey,Silver,Summer
14785,1976,Montreal,Hockey,Hockey,"POOLE, Malcolm",AUS,Men,Hockey,Silver,Summer
14786,1976,Montreal,Hockey,Hockey,"PROCTOR, Robert",AUS,Men,Hockey,Silver,Summer
14787,1976,Montreal,Hockey,Hockey,"REID, Graham",AUS,Men,Hockey,Silver,Summer
14788,1976,Montreal,Hockey,Hockey,"RILEY, Ronald",AUS,Men,Hockey,Silver,Summer
14789,1976,Montreal,Hockey,Hockey,"SMITH, Trevor",AUS,Men,Hockey,Silver,Summer
14790,1976,Montreal,Hockey,Hockey,"WALSH, Terence",AUS,Men,Hockey,Silver,Summer
14791,1976,Montreal,Judo,Judo,"MARIANI, Felice",ITA,Men,- 63KG (Lightweight),Bronze,Summer
14792,1976,Montreal,Judo,Judo,"TUNCSIK, Jozsef",HUN,Men,- 63KG (Lightweight),Bronze,Summer
14793,1976,Montreal,Judo,Judo,"RODRIGUEZ TORRES, Hector",CUB,Men,- 63KG (Lightweight),Gold,Summer
14794,1976,Montreal,Judo,Judo,"CHANG, Eun-Kyung",KOR,Men,- 63KG (Lightweight),Silver,Summer
14795,1976,Montreal,Judo,Judo,"COAGE, Allen James",USA,Men,+ 93KG (Heavyweight),Bronze,Summer
14796,1976,Montreal,Judo,Judo,"ENDO, Sumio",JPN,Men,+ 93KG (Heavyweight),Bronze,Summer
14797,1976,Montreal,Judo,Judo,"NOVIKOV, Sergei",URS,Men,+ 93KG (Heavyweight),Gold,Summer
14798,1976,Montreal,Judo,Judo,"NEUREUTHER, Günther",FRG,Men,+ 93KG (Heavyweight),Silver,Summer
14799,1976,Montreal,Judo,Judo,"TALAJ, Marian",POL,Men,63 - 70KG (Half-Middleweight),Bronze,Summer
14800,1976,Montreal,Judo,Judo,"VIAL, Patrick",FRA,Men,63 - 70KG (Half-Middleweight),Bronze,Summer
14801,1976,Montreal,Judo,Judo,"NEVZOROV, Vladimir",URS,Men,63 - 70KG (Half-Middleweight),Gold,Summer
14802,1976,Montreal,Judo,Judo,"KURAMOTO, Koji",JPN,Men,63 - 70KG (Half-Middleweight),Silver,Summer
14803,1976,Montreal,Judo,Judo,"OBADOV, Slavko",YUG,Men,70 - 80KG (Middleweight),Bronze,Summer
14804,1976,Montreal,Judo,Judo,"PARK, Young-Chul",KOR,Men,70 - 80KG (Middleweight),Bronze,Summer
14805,1976,Montreal,Judo,Judo,"SONODA, Isamu",JPN,Men,70 - 80KG (Middleweight),Gold,Summer
14806,1976,Montreal,Judo,Judo,"DVOINIKOV, Valeri",URS,Men,70 - 80KG (Middleweight),Silver,Summer
14807,1976,Montreal,Judo,Judo,"RÖTHLISBERGER, Jürg",SUI,Men,80 - 93KG (Half-Heavyweight),Bronze,Summer
14808,1976,Montreal,Judo,Judo,"STARBROOK, David Colin",GBR,Men,80 - 93KG (Half-Heavyweight),Bronze,Summer
14809,1976,Montreal,Judo,Judo,"NINOMIYA, Kazuhiro",JPN,Men,80 - 93KG (Half-Heavyweight),Gold,Summer
14810,1976,Montreal,Judo,Judo,"KHARSHILADZE, Ramaz",URS,Men,80 - 93KG (Half-Heavyweight),Silver,Summer
14811,1976,Montreal,Judo,Judo,"CHO, Je-Aki",KOR,Men,Open Category,Bronze,Summer
14812,1976,Montreal,Judo,Judo,"CHOCHOSHVILI, Shota",URS,Men,Open Category,Bronze,Summer
14813,1976,Montreal,Judo,Judo,"UEMURA, Haruki",JPN,Men,Open Category,Gold,Summer
14814,1976,Montreal,Judo,Judo,"REMFRY, Keith",GBR,Men,Open Category,Silver,Summer
14815,1976,Montreal,Modern Pentathlon,Modern Pentath.,"BARTU, Jan",TCH,Men,Individual Competition,Bronze,Summer
14816,1976,Montreal,Modern Pentathlon,Modern Pentath.,"PYCIAK-PECIAK, Janusz",POL,Men,Individual Competition,Gold,Summer
14817,1976,Montreal,Modern Pentathlon,Modern Pentath.,"LEDNEV, Pavel",URS,Men,Individual Competition,Silver,Summer
14818,1976,Montreal,Modern Pentathlon,Modern Pentath.,"KANCSAL, Tamas",HUN,Men,Team Competition,Bronze,Summer
14819,1976,Montreal,Modern Pentathlon,Modern Pentath.,"MARACSKO, Tibor",HUN,Men,Team Competition,Bronze,Summer
14820,1976,Montreal,Modern Pentathlon,Modern Pentath.,"SASICS, Szvetiszlav",HUN,Men,Team Competition,Bronze,Summer
14821,1976,Montreal,Modern Pentathlon,Modern Pentath.,"FOX, Jeremy Robert",GBR,Men,Team Competition,Gold,Summer
14822,1976,Montreal,Modern Pentathlon,Modern Pentath.,"NIGHTINGALE, Robert",GBR,Men,Team Competition,Gold,Summer
14823,1976,Montreal,Modern Pentathlon,Modern Pentath.,"PARKER, Adrian Philip",GBR,Men,Team Competition,Gold,Summer
14824,1976,Montreal,Modern Pentathlon,Modern Pentath.,"ADAM, Jiri",TCH,Men,Team Competition,Silver,Summer
14825,1976,Montreal,Modern Pentathlon,Modern Pentath.,"BARTU, Jan",TCH,Men,Team Competition,Silver,Summer
14826,1976,Montreal,Modern Pentathlon,Modern Pentath.,"STARNOVSKY, Bohumil",TCH,Men,Team Competition,Silver,Summer
14827,1976,Montreal,Rowing,Rowing,"STRAUSS, Thomas",FRG,Men,Coxless Pair (2-),Bronze,Summer
14828,1976,Montreal,Rowing,Rowing,"VANROYE, Peter",FRG,Men,Coxless Pair (2-),Bronze,Summer
14829,1976,Montreal,Rowing,Rowing,"LANDVOIGT, Bernd",GDR,Men,Coxless Pair (2-),Gold,Summer
14830,1976,Montreal,Rowing,Rowing,"LANDVOIGT, Jörg",GDR,Men,Coxless Pair (2-),Gold,Summer
14831,1976,Montreal,Rowing,Rowing,"COFFEY, Calvin Thomas",USA,Men,Coxless Pair (2-),Silver,Summer
14832,1976,Montreal,Rowing,Rowing,"STAINES, Michael Laurence",USA,Men,Coxless Pair (2-),Silver,Summer
14833,1976,Montreal,Rowing,Rowing,"BERTOW, Jürgen",GDR,Men,Double Sculls (2X),Bronze,Summer
14834,1976,Montreal,Rowing,Rowing,"SCHMIED, Hans-Ulrich",GDR,Men,Double Sculls (2X),Bronze,Summer
14835,1976,Montreal,Rowing,Rowing,"HANSEN, Alf John",NOR,Men,Double Sculls (2X),Gold,Summer
14836,1976,Montreal,Rowing,Rowing,"HANSEN, Frank",NOR,Men,Double Sculls (2X),Gold,Summer
14837,1976,Montreal,Rowing,Rowing,"BAILLIEU, Christopher",GBR,Men,Double Sculls (2X),Silver,Summer
14838,1976,Montreal,Rowing,Rowing,"HART, Michael John",GBR,Men,Double Sculls (2X),Silver,Summer
14839,1976,Montreal,Rowing,Rowing,"KAMINSKAITE, Leonora",URS,Women,Double Sculls (2X),Bronze,Summer
14840,1976,Montreal,Rowing,Rowing,"RAMOSHKENE, Genovate",URS,Women,Double Sculls (2X),Bronze,Summer
